declared_distance_km,declared_duration_min,fare_inr,surge_multiplier,zone_demand_at_time,fare_to_expected_ratio,distance_time_ratio,fare_per_km,pickup_dropoff_haversine_km,distance_vs_haversine_ratio,hour_of_day,day_of_week,is_night,is_peak_hour,is_friday,is_late_month,payment_is_cash,payment_is_credit,driver_cancellation_velocity_1hr,driver_cancel_rate_rolling_7d,driver_dispute_rate_rolling_14d,driver_trips_last_24hr,driver_cash_trip_ratio_7d,driver_account_age_days,driver_rating,driver_lifetime_trips,driver_verification_encoded,driver_payment_type_encoded,zone_fraud_rate_rolling_7d,same_zone_trip,is_cancelled,is_fraud,fraud_confidence_score
17.993987467710927,44.65258580022914,886.6701811742146,3.2590460118225915,5.766710808786648,3.3342509348536944,0.4029775016437814,49.27591412216376,15.983822476286429,1.1257624697976203,18.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6371539981362806,0.04742285428647362,0.02788002807505188,12.267532254211627,0.1322105021179073,1210.5947543331044,4.426023266199046,711.9710751536344,1.0,1.0,0.03143318136061401,0.0,0.0,0,1.0
12.911077412045532,31.638144343044377,719.0233694265792,3.3476374476767323,4.713979759478236,3.508578992793991,0.40808579896639935,55.6904235393832,11.49235940385292,1.123448802664227,19.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4498474356856863,0.02111903407359334,0.01899629485500314,13.904624586461798,0.09376435120723768,1337.1195704347529,4.566276980069282,1442.7368776482417,1.0,2.0,0.04522174676401468,0.0,0.0,0,1.0
12.624116957656177,31.189902218150646,670.8986897568732,3.267873939538078,5.701846393478931,3.3296971360775798,0.4047501293642947,53.14420739345192,11.277656439076718,1.11939187240303,8.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.04061541078265285,0.02402468118465323,0.03349667070091106,12.050782783791979,0.08191675671845383,1155.4049440549652,4.334693984857423,2782.978027252634,1.0,0.0,0.0596355567674052,0.0,0.0,0,1.0
9.569355781856508,21.33763815269986,670.5480668355813,3.9582795582043193,3.207809469709482,4.068063064037842,0.4484730556106883,70.07243560814615,8.459021435217473,1.1312603774730228,19.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6995324802982386,0.03484956034341673,0.001806700531345813,5.957052672916008,0.19599702255737944,1267.2432537784869,4.51346027184854,1933.2188200252817,1.0,1.0,0.022593972928027183,0.0,0.0,0,1.0
10.537460441772787,26.997324517057272,590.149120755842,3.4223547129536858,5.285166661981566,3.3445775484417406,0.3903149897359302,56.00487176363315,9.371869870700063,1.1243711860230572,19.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7036970517728398,0.04001278862038093,0.03003852109100021,9.479869332925986,0.11346595297227985,774.3366961096675,4.561309517113029,1457.911339755315,1.0,0.0,0.06957427849464642,0.0,0.0,0,1.0
20.865756578994347,68.84279475207725,974.7532449548025,3.352425246841864,3.3472655157547067,3.244968986118703,0.3030928168174745,46.71545176253475,19.40783499320221,1.075120258715245,18.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7335934259469201,0.008335224885145126,0.020803565705755426,9.86956462644062,0.13300032824930408,769.422512651264,4.024917574157544,773.4726676771854,1.0,1.0,0.06327833853067348,0.0,0.0,0,1.0
17.932309920934003,58.827091053884935,792.2907060964639,2.930180084303698,5.020997609377636,2.987659869511045,0.3048308117854785,44.182300528475224,16.57242503221531,1.0820570849513693,16.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13099884714882837,0.022280420711755636,0.01350633446189243,10.778767633434278,0.19295227768179973,680.1380463238842,4.570932674076281,1689.4327443521106,1.0,0.0,0.032847192098219666,0.0,0.0,0,1.0
14.414666333786613,40.495161310962395,779.4292531771971,3.331767179873345,5.7557743011615825,3.495574712706669,0.3559602151747556,54.07195942859175,13.410163032711568,1.0749061214710625,18.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.30443792823917015,0.02858040429587204,0.02235588655126097,4.3519974006387026,0.06254025288771806,698.7380164231746,4.846370508991947,603.6679891549014,1.0,2.0,0.056618839550498054,0.0,0.0,0,1.0
20.652610497935285,68.26218280106698,971.3161778861718,3.201285288326354,3.264744226069884,3.261296220958891,0.3025483459578511,47.031157537362056,19.264168147618605,1.0720738284506885,17.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6793666799526838,0.0456209603019987,0.0016499029805742938,4.040209480580234,0.13579840417378697,1444.2244067893569,4.816903738165219,1156.2395755523007,2.0,0.0,0.061712459977992684,0.0,0.0,0,1.0
12.064536156840232,39.21953682743456,647.3349985550057,3.4150870120291557,4.803077421229482,3.323511128503163,0.3076154675136535,53.656020433739265,11.053507074835595,1.0914668145738418,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.30289554917674566,0.04832729476232393,0.02904255194274382,13.427983281609864,0.053280290912803556,862.2555043687544,4.227919975637488,2006.327049223177,1.0,2.0,0.026510036816725934,0.0,0.0,0,1.0
